Ad Name,Ad Set,Campaign,Reporting Starts,Reporting Ends,Impressions,Link Clicks,Amount Spent (USD),3-Second Video Views,Video Watches at 100%,Video Watches at 50%
Video- US - M 13-17 - YouTube - V2400HD - Target,Video- US - M 13-17 - YouTube,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,35,0,0.08,0,0,0
Video- US - M 13-17 - Games - V2400HD - Target,Video- US - M 13-17 - Games,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,962,3,1.54,14,2,9
Video- US - M 13-17 - Games - V2400HD - Walmart,Video- US - M 13-17 - Games,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,16104,21,42.51,457,106,303
Video- US - M 13-17 - YouTube - V2400HD - Walmart,Video- US - M 13-17 - YouTube,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,11052,27,39.28,436,111,307
Video- US - M 13-17 - Drones - V2400HD - Walmart,Video- US - M 13-17 - Drones,Sky Viper - Video Views - Instagram,2016-12-01,2016-12-01,20216,33,67.3,755,173,539
Video- US - M 8-12 - Movies - V2400HD - 30 Sec - ToysRUs,Video- US - M 8-12 - Gifts,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,3578,8,41.86,240,86,164
Video- US - M 8-12 - Movies - V2400HD - 30 Sec - Walmart,Video- US - M 8-12 - Gifts,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,1103,0,16.63,89,21,56
Video- US - M 8-12 - Movies - V2400HD - 30 Sec - Target,Video- US - M 8-12 - Gifts,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,295,1,5.04,24,8,20
Video- US - M 18-45 - Movies - V2400HD - 30 Sec - Walmart,Video- US - M 18-45 - Gifts,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,959,2,8.96,90,24,64
Video- US - M 18-45 - Movies - V2400HD - 30 Sec - ToysRUs,Video- US - M 18-45 - Gifts,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,1873,4,17.43,181,57,123
Video- US - M 18-45 - Movies - V2400HD - 30 Sec - Target,Video- US - M 18-45 - Gifts,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,2769,4,25.01,306,93,217
Video- US - M 5-7 - Movies - V2400HD - 30 Sec - Walmart,Video- US - M 5-7 - Gifts,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,85,1,0.85,9,4,5
Video- US - M 5-7 - Movies - V2400HD - 30 Sec - ToysRUs,Video- US - M 5-7 - Gifts,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,355,0,4.07,21,10,17
Video- US - M 5-7 - Movies - V2400HD - 30 Sec - Target,Video- US - M 5-7 - Gifts,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,104,0,1.28,10,6,8
Video- US - M 5-7 - Movies - S1350 - 30 Secs,Video- US - M 5-7 - Gifts,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,1779,0,22.69,146,38,91
Video- US - M 5-7 - Drones - V2400HD - 30 Sec - ToysRUs,Video- US - M 5-7 - Drones,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,332,2,2.41,12,2,8
Video- US - M 5-7 - Drones - V2400HD - 30 Sec - Walmart,Video- US - M 5-7 - Drones,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,1706,6,11.9,74,14,43
Video- US - M 5-7 - Drones - V2400HD - 30 Sec - Target,Video- US - M 5-7 - Drones,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,2104,3,23.38,188,78,140
Video- US - M 5-7 - Music - V2400HD - 30 Sec - ToysRUs,Video- US - M 18-45 - RC Cars,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,3589,12,25.88,253,70,173
Video- US - M 5-7 - Music - V2400HD - 30 Sec - Walmart,Video- US - M 18-45 - RC Cars,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,7353,19,38.96,406,110,268
Video- US - M 5-7 - Music - V2400HD - 30 Sec - Target,Video- US - M 18-45 - RC Cars,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,9057,27,60.46,803,271,586
Video- US - M 5-7 - Music - V2400HD - 30 Sec - Walmart,Video- US - M 8-12 - RC Cars,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,4390,10,39.93,227,72,157
Video- US - M 5-7 - Music - V2400HD - 30 Sec - Target,Video- US - M 8-12 - RC Cars,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,668,0,7.29,35,22,29
Video- US - M 5-7 - Music - V2400HD - 30 Sec - ToysRUs,Video- US - M 8-12 - RC Cars,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,412,1,4.19,21,7,16
Video- US - M 13-17 - Movies - V2400HD - 30 Sec - ToysRUs,Video- US - M 13-17 - Movies,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,17830,44,111.88,615,200,415
Video- US - M 8-12 - Music - V2400HD - 30 Sec - ToysRUs,Video- US - M 8-12 - Toys,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,2191,1,19.58,134,38,87
Video- US - M 8-12 - Drones - V2400HD - 30 Sec - Walmart,Video- US - M 8-12 - Drones,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,6610,11,58.53,388,119,262
Video- US - M 13-17 - Movies - V2400HD - 30 Sec - Walmart,Video- US - M 13-17 - Movies,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,7949,20,51.94,237,69,155
Video- US - M 8-12 - Music - V2400HD - 30 Sec - Walmart,Video- US - M 8-12 - Toys,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,869,5,8.91,54,20,36
Video- US - M 8-12 - Drones - V2400HD - 30 Sec - ToysRUs,Video- US - M 8-12 - Drones,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,11727,26,103.86,652,140,415
Video- US - M 8-12 - Music - V2400HD - 30 Sec - Target,Video- US - M 8-12 - Toys,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,6364,17,55.06,362,104,241
Video- US - M 13-17 - Movies - V2400HD - 30 Sec - Target,Video- US - M 13-17 - Movies,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,4893,10,33.7,190,70,132
Video- US - M 8-12 - Drones - V2400HD - 30 Sec - Target,Video- US - M 8-12 - Drones,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,9343,19,91.45,544,128,330
Video- US - M 8-12 - Games - V2400HD - 30 Sec - ToysRUs,Video- US - M 8-12 - Games,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,7320,20,70.19,445,139,288
Video- US - M 5-7 - Games - V2400HD - 30 Sec - ToysRUs,Video- US - M 5-7 - Games,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,9389,34,84.01,665,217,499
Video- US - M 18-45 - Movies - V2400HD - 30 Sec - ToysRUs,Video- US - M 18-45 - Movies,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,2883,7,16.82,272,76,183
Video- US - M 13-17 - TV Shows - V2400HD - 30 Sec - ToysRUs,Video- US - M 13-17 - TV Shows,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,19736,45,117.48,680,213,462
Video- US - M 18-45 - Music - V2400HD - 30 Sec - ToysRUs,Video- US - M 18-45 - Music,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,844,0,3.66,54,28,43
Video- US - M 8-12 - TV Shows - V2400HD - 30 Sec - Walmart,Video- US - M 8-12 - TV Shows,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,1942,2,26.87,139,42,94
Video- US - M 13-17 - YouTube - V2400HD - 30 Sec - Walmart,Video- US - M 13-17 - YouTube,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,14778,32,95.7,510,177,392
Video- US - M 8-12 - Games - V2400HD - 30 Sec - Walmart,Video- US - M 8-12 - Games,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,5074,18,63.3,347,119,238
Video- US - M 13-17 - TV Shows - V2400HD - 30 Sec - Walmart,Video- US - M 13-17 - TV Shows,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,8311,17,44.31,250,86,167
Video- US - M 18-45 - Movies - V2400HD - 30 Sec - Walmart,Video- US - M 18-45 - Movies,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,13801,38,87,1164,344,823
Video- US - M 5-7 - Games - V2400HD - 30 Sec - Walmart,Video- US - M 5-7 - Games,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,9,0,0.07,0,0,0
Video- US - M 8-12 - TV Shows - V2400HD - 30 Sec - ToysRUs,Video- US - M 8-12 - TV Shows,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,36407,115,355.23,2055,593,1392
Video- US - M 13-17 - YouTube - V2400HD - 30 Sec - ToysRUs,Video- US - M 13-17 - YouTube,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,33954,71,187.02,1205,420,833
Video- US - M 18-45 - Music - V2400HD - 30 Sec - Walmart,Video- US - M 18-45 - Music,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,41173,113,200.12,3311,1094,2582
Video- US - M 13-17 - YouTube - V2400HD - 30 Sec - Target,Video- US - M 13-17 - YouTube,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,16343,43,98.65,560,159,385
Video- US - M 13-17 - TV Shows - V2400HD - 30 Sec - Target,Video- US - M 13-17 - TV Shows,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,5183,10,32.32,182,62,138
Video- US - M 5-7 - Games - V2400HD - 30 Sec - Target,Video- US - M 5-7 - Games,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,1182,2,10.49,69,19,40
Video- US - M 18-45 - Movies - V2400HD - 30 Sec - Target,Video- US - M 18-45 - Movies,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,16540,50,110.5,1585,490,1152
Video- US - M 18-45 - Music - V2400HD - 30 Sec - Target,Video- US - M 18-45 - Music,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,2090,1,8.22,145,37,101
Video- US - M 8-12 - Games - V2400HD - 30 Sec - Target,Video- US - M 8-12 - Games,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,12695,16,124.18,846,253,568
Video- US - M 8-12 - TV Shows - V2400HD - 30 Sec - Target,Video- US - M 8-12 - TV Shows,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,3725,9,53.6,340,132,264
Video- US - M 13-17 - Games - V2400HD - 30 Sec - ToysRUs,Video- US - M 13-17 - Games,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,26858,47,163.67,963,320,693
Video- US - M 5-7 - Music - V2400HD - 30 Sec - ToysRUs,Video- US - M 5-7 - Music,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,1435,2,11.24,89,26,64
Video- US - M 8-12 - YouTube - V2400HD - 30 Sec - ToysRUs,Video- US - M 8-12 - YouTube,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,29390,73,332.01,2122,807,1612
Video- US - M 18-45 - TV Shows - V2400HD - 30 Sec - ToysRUs,Video- US - M 18-45 - TV Shows,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,4981,7,21.39,302,96,216
Video- US - M 5-7 - Movies - V2400HD - 30 Sec - Walmart,Video- US - M 5-7 - Movies,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,1767,2,14.87,104,41,74
Video- US - M 18-45 - Drones - V2400HD - 30 Sec - Walmart,Video- US - M 18-45 - Drones,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,30161,73,160.03,2067,617,1458
Video- US - M 13-17 - Games - V2400HD - 30 Sec - Walmart,Video- US - M 13-17 - Games,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,15895,48,89.75,541,174,363
Video- US - M 5-7 - Movies - V2400HD - 30 Sec - ToysRUs,Video- US - M 5-7 - Movies,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,3566,9,28.51,221,56,143
Video- US - M 5-7 - Music - V2400HD - 30 Sec - Walmart,Video- US - M 5-7 - Music,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,833,1,8.6,57,15,38
Video- US - M 8-12 - YouTube - V2400HD - 30 Sec - Walmart,Video- US - M 8-12 - YouTube,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,4242,5,58.72,408,128,267
Video- US - M 18-45 - TV Shows - V2400HD - 30 Sec - Walmart,Video- US - M 18-45 - TV Shows,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,32963,102,176.85,2634,823,1973
Video- US - M 18-45 - Drones - V2400HD - 30 Sec - ToysRUs,Video- US - M 18-45 - Drones,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,10220,35,52.25,690,213,493
Video- US - M 18-45 - TV Shows - V2400HD - 30 Sec - Target,Video- US - M 18-45 - TV Shows,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,3882,11,16.12,235,77,160
Video- US - M 8-12 - YouTube - V2400HD - 30 Sec - Target,Video- US - M 8-12 - YouTube,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,3987,3,46.15,283,69,175
Video- US - M 5-7 - Music - V2400HD - 30 Sec - Target,Video- US - M 5-7 - Music,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,4911,7,42.65,310,95,229
Video- US - M 13-17 - Games - V2400HD - 30 Sec - Target,Video- US - M 13-17 - Games,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,5339,16,37.9,238,51,138
Video- US - M 18-45 - Drones - V2400HD - 30 Sec - Target,Video- US - M 18-45 - Drones,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,76895,247,426.49,5303,1674,3901
Video- US - M 5-7 - Movies - V2400HD - 30 Sec - Target,Video- US - M 5-7 - Movies,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,5629,19,50.07,358,111,255
Video- US - M 5-7 - Music - V2400HD - 30 Sec - ToysRUs,Video- US - M 5-7 - Toys,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,6017,14,43.91,321,88,217
Video- US - M 18-45 - Games - V2400HD - 30 Sec - ToysRUs,Video- US - M 18-45 - Games,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,5829,2,36.65,601,266,475
Video- US - M 8-12 - Movies - V2400HD - 30 Sec - ToysRUs,Video- US - M 8-12 - Movies,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,10178,21,99.26,642,150,394
Video- US - M 5-7 - YouTube - V2400HD - 30 Sec - ToysRUs,Video- US - M 5-7 - YouTube,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,6615,19,51.36,410,104,268
Video- US - M 13-17 - Music - V2400HD - 30 Sec - Walmart,Video- US - M 13-17 - Toys,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,8196,18,48.32,278,106,216
Video- US - M 5-7 - Music - V2400HD - 30 Sec - Walmart,Video- US - M 5-7 - Toys,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,1372,3,10.83,61,11,29
Video- US - M 18-45 - Games - V2400HD - 30 Sec - Walmart,Video- US - M 18-45 - Games,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,3429,3,15.7,207,61,129
Video- US - M 8-12 - Movies - V2400HD - 30 Sec - Walmart,Video- US - M 8-12 - Movies,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,1368,4,14.31,84,21,52
Video- US - M 5-7 - YouTube - V2400HD - 30 Sec - Walmart,Video- US - M 5-7 - YouTube,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,6295,21,66.13,494,181,366
Video- US - M 13-17 - Music - V2400HD - 30 Sec - ToysRUs,Video- US - M 13-17 - Toys,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,10888,54,63.63,382,119,266
Video- US - M 8-12 - Movies - V2400HD - 30 Sec - Target,Video- US - M 8-12 - Movies,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,6904,12,58.09,404,97,237
Video- US - M 18-45 - Games - V2400HD - 30 Sec - Target,Video- US - M 18-45 - Games,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,52303,126,268.5,4033,1222,3014
Video- US - M 5-7 - YouTube - V2400HD - 30 Sec - Target,Video- US - M 5-7 - YouTube,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,912,2,9.88,72,16,51
Video- US - M 5-7 - Music - V2400HD - 30 Sec - Target,Video- US - M 5-7 - Toys,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,609,2,5.57,32,11,24
Video- US - M 13-17 - Music - V2400HD - 30 Sec - Target,Video- US - M 13-17 - Toys,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,8203,33,46.23,246,73,161
Video- US - M 5-7 - Music - V2400HD - 30 Sec - ToysRUs,Video- US - M 5-7 - RC Cars,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,647,4,6.83,31,4,20
Video- US - M 5-7 - Music - V2400HD - 30 Sec - Target,Video- US - M 5-7 - RC Cars,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,1041,0,10.89,70,21,42
Video- US - M 5-7 - Music - V2400HD - 30 Sec - Walmart,Video- US - M 5-7 - RC Cars,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,3091,5,32.25,186,59,125
Video- US - M 8-12 - Music - V2400HD - 30 Sec - ToysRUs,Video- US - M 8-12 - Music,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,10465,20,81.06,584,188,399
Video- US - M 18-45 - Music - V2400HD - 30 Sec - ToysRUs,Video- US - M 18-45 - Aviation,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,12924,25,91.13,860,271,622
Video- US - M 5-7 - TV Shows - V2400HD - 30 Sec - ToysRUs,Video- US - M 5-7 - TV Shows,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,19318,63,182.48,1155,295,754
Video- US - M 18-45 - YouTube - V2400HD - 30 Sec - Walmart,Video- US - M 18-45 - YouTube,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,3189,7,26.18,247,57,171
Video- US - M 13-17 - Music - V2400HD - 30 Sec - Walmart,Video- US - M 13-17 - Music,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,3914,11,25.55,158,56,119
Video- US - M 8-12 - Music - V2400HD - 30 Sec - Walmart,Video- US - M 8-12 - Music,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,312,0,3.12,17,8,15
Video- US - M 18-45 - YouTube - V2400HD - 30 Sec - ToysRUs,Video- US - M 18-45 - YouTube,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,13125,25,81.83,964,316,689
Video- US - M 5-7 - TV Shows - V2400HD - 30 Sec - Walmart,Video- US - M 5-7 - TV Shows,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,2715,2,28.56,223,94,166
Video- US - M 18-45 - Music - V2400HD - 30 Sec - Walmart,Video- US - M 18-45 - Aviation,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,5259,20,40.68,354,100,246
Video- US - M 13-17 - Music - V2400HD - 30 Sec - ToysRUs,Video- US - M 13-17 - Music,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,4899,13,29.93,203,75,157
Video- US - M 18-45 - Music - V2400HD - 30 Sec - Target,Video- US - M 18-45 - Aviation,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,7329,20,47.4,463,158,326
Video- US - M 8-12 - Music - V2400HD - 30 Sec - Target,Video- US - M 8-12 - Music,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,359,0,3.18,29,10,16
Video- US - M 13-17 - Music - V2400HD - 30 Sec - Target,Video- US - M 13-17 - Music,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,25652,91,136.3,1024,284,706
Video- US - M 18-45 - YouTube - V2400HD - 30 Sec - Target,Video- US - M 18-45 - YouTube,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,15810,33,109.04,1301,409,975
Video- US - M 5-7 - TV Shows - V2400HD - 30 Sec - Target,Video- US - M 5-7 - TV Shows,Sky Viper - Video Views - Facebook,2016-12-01,2016-12-01,933,1,11.61,82,23,54
Real Cooking,Real Cooking - F 5-7 - Gifts,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,2514,0,31.06,178,64,135
Real Cooking - Amazon,Real Cooking - F 5-7 - Gifts,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,810,3,12.4,77,25,53
Real Cooking - Toys R Us,Real Cooking - F 5-7 - Gifts,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,597,2,6.46,45,11,27
Real Cooking - Target,Real Cooking - F 5-7 - Gifts,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,99,0,1.39,6,0,4
Real Cooking - Walmart,Real Cooking - F 5-7 - Gifts,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,41,0,0.59,6,3,5
Real Cooking,Real Cooking - F 8-12 - Gifts,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,2801,0,36.94,211,76,153
Real Cooking - Amazon,Real Cooking - F 8-12 - Gifts,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,119,0,1.83,9,3,8
Real Cooking - Target,Real Cooking - F 8-12 - Gifts,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,39,0,0.61,1,0,1
Real Cooking - Toys R Us,Real Cooking - F 8-12 - Gifts,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,91,0,1.52,4,2,3
Real Cooking - Walmart,Real Cooking - F 8-12 - Gifts,Real Cooking - Video Views - Facebook,2016-12-01,2016-12-01,431,1,6.38,38,6,21
Real Cooking,Real Cooking - F 5-7 - Gifts,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,42,0,0.89,5,0,2
Real Cooking - Walmart,Real Cooking - F 5-7 - Gifts,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,392,1,6.37,14,3,8
Real Cooking - Amazon,Real Cooking - F 5-7 - Gifts,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,170,0,3.93,4,0,3
Real Cooking - Target,Real Cooking - F 5-7 - Gifts,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,5,0,0.09,0,0,0
Real Cooking - Target,Real Cooking - F 8-12 - Gifts,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,112,0,2.43,3,0,0
Real Cooking - Amazon,Real Cooking - F 8-12 - Gifts,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,312,0,7.71,5,2,3
Real Cooking - Toys R Us,Real Cooking - F 5-7 - Gifts,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,741,1,13.9,25,7,17
Real Cooking - Walmart,Real Cooking - F 8-12 - Gifts,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,223,0,4.3,13,3,10
Real Cooking - Toys R Us,Real Cooking - F 8-12 - Gifts,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,504,1,10.43,15,7,11
Real Cooking,Real Cooking - F 8-12 - Gifts,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,6,0,0.1,0,0,0
Real Cooking - Toys R Us,Real Cooking - F 5-7 - Games,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,34,0,0.43,1,1,1
Real Cooking - Toys R Us,Real Cooking - F 8-12 - Music,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,375,0,5.34,17,5,13
Real Cooking - Toys R Us,Real Cooking - F 8-12 - Games,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,57,0,0.82,1,0,1
Real Cooking - Toys R Us,Real Cooking - F 8-12 - YouTube,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,38,0,0.58,4,0,1
Real Cooking - Toys R Us,Real Cooking - F 8-12 - Movies,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,1652,2,17.88,71,26,48
Real Cooking - Toys R Us,Real Cooking - F 8-12 - TV Shows,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,2,0,0.03,1,0,1
Real Cooking - Toys R Us,Real Cooking - F 5-7 - Toys,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,1,0,0.01,0,0,0
Real Cooking - Toys R Us,Real Cooking - F 5-7 - Music,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,14,0,0.17,1,0,0
Real Cooking - Toys R Us,Real Cooking - F 5-7 - TV Shows,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,5,0,0.08,1,0,1
Real Cooking - Toys R Us,Real Cooking - F 5-7 - YouTube,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,86,0,1.11,2,1,1
Real Cooking - Toys R Us,Real Cooking - F 5-7 - Movies,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,18,0,0.03,1,0,1
Real Cooking - Target,Real Cooking - F 8-12 - Games,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,15,0,0.25,0,0,0
Real Cooking - Target,Real Cooking - F 8-12 - Toys,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,255,2,3.15,7,1,4
Real Cooking - Target,Real Cooking - F 8-12 - Music,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,611,2,8.46,27,15,24
Real Cooking - Target,Real Cooking - F 5-7 - Games,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,40,0,0.41,1,0,0
Real Cooking - Target,Real Cooking - F 8-12 - YouTube,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,6,0,0.06,1,1,1
Real Cooking - Target,Real Cooking - F 8-12 - TV Shows,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,40,0,0.45,0,0,0
Real Cooking - Target,Real Cooking - F 8-12 - Movies,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,76,0,0.97,5,1,3
Real Cooking - Target,Real Cooking - F 5-7 - Toys,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,2,0,0.02,0,0,0
Real Cooking - Target,Real Cooking - F 5-7 - Music,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,859,2,9.32,35,7,27
Real Cooking - Target,Real Cooking - F 5-7 - YouTube,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,33,0,0.47,0,0,0
Real Cooking - Target,Real Cooking - F 5-7 - Movies,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,1394,3,4.68,104,42,90
Real Cooking - Target,Real Cooking - F 5-7 - TV Shows,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,90,0,1.42,3,1,3
Real Cooking - Walmart,Real Cooking - F 5-7 - Games,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,11,0,0.16,1,1,1
Real Cooking - Walmart,Real Cooking - F 8-12 - Toys,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,318,0,3.95,18,5,17
Real Cooking - Walmart,Real Cooking - F 8-12 - Games,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,111,0,1.16,4,2,3
Real Cooking - Walmart,Real Cooking - F 8-12 - Music,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,317,0,4.75,15,8,13
Real Cooking - Walmart,Real Cooking - F 8-12 - Movies,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,4,0,0.06,0,0,0
Real Cooking - Walmart,Real Cooking - F 5-7 - Music,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,41,1,0.4,4,1,3
Real Cooking - Walmart,Real Cooking - F 8-12 - YouTube,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,9,0,0.05,0,0,0
Real Cooking - Walmart,Real Cooking - F 5-7 - YouTube,Real Cooking - Video Views - Instagram,2016-12-01,2016-12-01,3212,6,33.61,122,45,99
